Date,Hour,SST,Press
2003-05-22,19,14.7,1012.21
2003-05-22,20,14.7,1012.84
2003-05-22,21,14.7,1013.07
2003-05-22,22,14.7,1013.04
2003-05-22,23,14.71,1013.02
2003-05-23,0,14.73,1013.0
2003-05-23,1,14.8,1013.0
2003-05-23,2,14.81,1013.0
2003-05-23,3,14.81,1013.0633333333334
2003-05-23,4,14.8,1013.1266666666667
2003-05-23,5,14.8,1013.19
2003-05-23,6,14.74,1013.98
2003-05-23,7,14.7,1014.05
2003-05-23,8,14.66,1014.98
2003-05-23,9,14.6,1014.36
2003-05-23,10,14.6,1015.0
2003-05-23,11,14.63,1014.98
2003-05-23,12,14.7,1014.73
2003-05-23,13,14.7,1014.0
2003-05-23,14,14.7,1013.41
2003-05-23,15,14.7,1012.75
2003-05-23,16,14.78,1012.09
2003-05-23,17,14.8,1012.0
2003-05-23,18,14.8,1012.0
2003-05-23,19,14.8,1012.0
2003-05-23,20,14.8,1012.91
2003-05-23,21,14.73,1013.64
2003-05-23,22,14.76,1014.0
2003-05-23,23,14.8,1014.0
2003-05-24,0,14.77,1014.0
2003-05-24,1,14.7,1013.7625
2003-05-24,2,14.7,1013.525
2003-05-24,3,14.69,1013.2874999999999
2003-05-24,4,14.65,1013.05
2003-05-24,5,14.69,1013.3
2003-05-24,6,14.6,1013.28
2003-05-24,7,14.6,1014.0
2003-05-24,8,14.64,1014.0
2003-05-24,9,14.7,1014.12
2003-05-24,10,14.7,1014.0
2003-05-24,11,14.76,1014.0
2003-05-24,12,14.8,1013.67
2003-05-24,13,14.8,1013.05
2003-05-24,14,14.86,1012.95
2003-05-24,15,14.97,1012.81
2003-05-24,16,15.05,1013.0
2003-05-24,17,15.04,1013.0
2003-05-24,18,15.06,1013.0
2003-05-24,19,15,1013.5
2003-05-24,20,15,1014.0
2003-05-24,21,15,1014.0
2003-05-24,22,15.1,1014.0
2003-05-24,23,15.02,1014.0
2003-05-25,0,15.05,1013.5
2003-05-25,1,15,1013.0
2003-05-25,2,15,1013.0
2003-05-25,3,14.97,1013.49
2003-05-25,4,14.94,1013.34
2003-05-25,5,14.93,1012.0
2003-05-25,6,14.9,1012.19
2003-05-25,7,14.9,1013.0
2003-05-25,8,14.9,1013.0
2003-05-25,9,14.9,1012.89
2003-05-25,10,14.9,1013.0
2003-05-25,11,14.9,1013.0
2003-05-25,12,14.92,1012.55
2003-05-25,13,14.91,1012.0
2003-05-25,14,14.9,1011.9
2003-05-25,15,14.9,1011.0
2003-05-25,16,14.9,1011.28
2003-05-25,17,14.9,1011.0
2003-05-25,18,14.9,1011.0
2003-05-25,19,14.85,1011.64
2003-05-25,20,14.8,1012.0
2003-05-25,21,14.8,1012.0
2003-05-25,22,14.85,1012.0
2003-05-25,23,14.9,1011.0
2003-05-26,0,14.86,1011.0
2003-05-26,1,14.8,1010.98
2003-05-26,2,14.8,1010.11
2003-05-26,3,14.8,1010.68
2003-05-26,4,14.8,1010.85
2003-05-26,5,14.8,1011.0
2003-05-26,6,14.8,1011.0
2003-05-26,7,14.8,1011.46
2003-05-26,8,14.8,1012.0
2003-05-26,9,14.86,1012.0
2003-05-26,10,14.99,1011.92
2003-05-26,11,15,1011.11
2003-05-26,12,15,1011.13
2003-05-26,13,15,1011.0
2003-05-26,14,15.07,1010.09
2003-05-26,15,15.1,1009.53
2003-05-26,16,15.18,1009.0
2003-05-26,17,15.37,1008.19
2003-05-26,18,15.4,1008.88
2003-05-26,19,15.4,1009.6
2003-05-26,20,15.47,1010.0
2003-05-26,21,15.51,1010.0
2003-05-26,22,15.63,1010.0
2003-05-26,23,15.7,1011.0
2003-05-27,0,15.71,1010.66
2003-05-27,1,15.78,1010.14
2003-05-27,2,15.67,1010.92
2003-05-27,3,15.6,1010.25
2003-05-27,4,15.51,1010.33
2003-05-27,5,15.5,1011.0
2003-05-27,6,15.5,1011.52
2003-05-27,7,15.59,1012.0
2003-05-27,8,15.53,1012.42
2003-05-27,9,15.5,1013.0
2003-05-27,10,15.5,1013.48
2003-05-27,11,15.56,1013.73
2003-05-27,12,15.74,1013.21
2003-05-27,13,15.81,1013.67
2003-05-27,14,15.94,1013.52
2003-05-27,15,16.11,1013.02
2003-05-27,16,16.31,1013.0
2003-05-27,17,16.46,1013.0
2003-05-27,18,16.38,1013.0
2003-05-27,19,16.36,1014.0
2003-05-27,20,16.45,1014.0
2003-05-27,21,16.39,1014.16
2003-05-27,22,16.44,1014.43
2003-05-27,23,16.41,1014.11
2003-05-28,0,16.4,1014.09
2003-05-28,1,16.4,1014.0
2003-05-28,2,16.4,1014.0
2003-05-28,3,16.4,1014.0
2003-05-28,4,16.4,1014.25
2003-05-28,5,16.4,1014.5
2003-05-28,6,16.4,1014.75
2003-05-28,7,16.4,1015.0
2003-05-28,8,16.3,1015.0
2003-05-28,9,16.42,1015.0
2003-05-28,10,16.5,1015.0
2003-05-28,11,16.43,1014.96
2003-05-28,12,16.45,1014.92
2003-05-28,13,16.5,1014.26
2003-05-28,14,16.61,1014.0
2003-05-28,15,16.63,1013.81
2003-05-28,16,16.76,1013.0
2003-05-28,17,17.1,1013.0
2003-05-28,18,17.13,1013.0
2003-05-28,19,17.05,1013.5
2003-05-28,20,17.04,1014.0
2003-05-28,21,17.22,1014.0
2003-05-28,22,17.27,1014.0
2003-05-28,23,17.14,1014.0
2003-05-29,0,17.2,1013.0
2003-05-29,1,17.2,1013.0
2003-05-29,2,17.11,1013.0
2003-05-29,3,17.07,1013.0
2003-05-29,4,16.95,1012.4
2003-05-29,5,16.95,1012.0
2003-05-29,6,16.86,1012.0
2003-05-29,7,16.8,1012.0
2003-05-29,8,16.74,1012.2133333333334
2003-05-29,9,16.7,1012.4266666666666
2003-05-29,10,16.77,1012.64
2003-05-29,11,16.78,1012.6
2003-05-29,12,16.64,1012.02
2003-05-29,13,16.49,1011.8
2003-05-29,14,16.4,1011.13
2003-05-29,15,16.37,1011.05
2003-05-29,16,16.3,1011.21
2003-05-29,17,16.28,1011.0
2003-05-29,18,16.32,1011.0
2003-05-29,19,16.31,1011.0
2003-05-29,20,16.38,1010.8
2003-05-29,21,16.49,1010.6
2003-05-29,22,16.56,1010.4
2003-05-29,23,16.65,1010.2
2003-05-30,0,16.67,1010.0
2003-05-30,1,16.6,1009.89
2003-05-30,2,16.56,1009.04
2003-05-30,3,16.56,1008.74
2003-05-30,4,16.62,1009.08
2003-05-30,5,16.61,1009.95
2003-05-30,6,16.57,1010.0
2003-05-30,7,16.51,1009.82
2003-05-30,8,16.44,1009.44
2003-05-30,9,16.4,1010.0
2003-05-30,10,16.34,1009.78
2003-05-30,11,16.37,1009.0
2003-05-30,12,16.37,1009.84
2003-05-30,13,16.4,1009.0
2003-05-30,14,16.35,1008.82
2003-05-30,15,16.4,1008.0
2003-05-30,16,16.39,1008.0
2003-05-30,17,16.3,1007.7
2003-05-30,18,16.34,1007.48
2003-05-30,19,16.4,1008.0
2003-05-30,20,16.4,1008.0
2003-05-30,21,16.51,1008.0
2003-05-30,22,16.58,1007.1
2003-05-30,23,16.56,1007.0
2003-05-31,0,16.52,1006.04
2003-05-31,1,16.5,1005.2
2003-05-31,2,16.42,1004.69
2003-05-31,3,16.4,1004.0
2003-05-31,4,16.4,1003.17
2003-05-31,5,16.4,1002.73
2003-05-31,6,16.4,1002.0
2003-05-31,7,16.4,1001.9
2003-05-31,8,16.4,1001.73
2003-05-31,9,16.4,1001.61
2003-05-31,10,16.27,1001.98
2003-05-31,11,16.17,1001.96
2003-05-31,12,16.1,1001.71
2003-05-31,13,16.01,1001.02
2003-05-31,14,15.97,1000.68
2003-05-31,15,15.9,1000.53
2003-05-31,16,15.84,1000.83
2003-05-31,17,15.8,1001.0
2003-05-31,18,15.8,1001.0
2003-05-31,19,15.81,1001.19
2003-05-31,20,15.9,1001.83
2003-05-31,21,15.9,1002.0
2003-05-31,22,15.98,1002.0
2003-05-31,23,15.97,1002.0
2003-06-01,0,15.9,1001.825
2003-06-01,1,15.9,1001.65
2003-06-01,2,15.96,1001.25
2003-06-01,3,16,1001.61
2003-06-01,4,16,1002.16
2003-06-01,5,16,1003.0
2003-06-01,6,16,1003.0
2003-06-01,7,16,1003.24
2003-06-01,8,16,1003.7
2003-06-01,9,16.05,1004.0
2003-06-01,10,16.11,1004.08
2003-06-01,11,16.24,1004.19
2003-06-01,12,16.42,1004.1
2003-06-01,13,16.54,1004.07
2003-06-01,14,16.6,1004.1
2003-06-01,15,16.67,1004.0
2003-06-01,16,16.65,1004.14
2003-06-01,17,16.77,1004.12
2003-06-01,18,16.73,1004.37
2003-06-01,19,16.62,1005.0
2003-06-01,20,16.53,1005.41
2003-06-01,21,16.5,1006.0
2003-06-01,22,16.45,1006.82
2003-06-01,23,16.4,1007.0
2003-06-02,0,16.4,1007.0
2003-06-02,1,16.4,1006.9
2003-06-02,2,16.45,1006.0
2003-06-02,3,16.56,1006.0
2003-06-02,4,16.69,1006.0
2003-06-02,5,16.7,1006.5
2003-06-02,6,16.7,1007.0
2003-06-02,7,16.66,1007.0
2003-06-02,8,16.7,1007.0
2003-06-02,9,16.7,1007.0
2003-06-02,10,16.7,1007.09125
2003-06-02,11,16.7,1007.1825
2003-06-02,12,16.7,1007.2737500000001
2003-06-02,13,16.7,1007.365
2003-06-02,14,16.7,1007.45625
2003-06-02,15,16.7,1007.5475
2003-06-02,16,16.73,1007.6387500000001
2003-06-02,17,16.87,1007.73
2003-06-02,18,16.9,1008.0
2003-06-02,19,16.9,1008.02
2003-06-02,20,16.93,1009.0
2003-06-02,21,16.9,1009.61
2003-06-02,22,16.9,1010.11
2003-06-02,23,16.9,1010.18
2003-06-03,0,16.9,1010.0
2003-06-03,1,16.9,1010.0
2003-06-03,2,16.95,1010.0
2003-06-03,3,16.95,1010.315
2003-06-03,4,16.88,1010.63
2003-06-03,5,16.98,1011.0
2003-06-03,6,16.99,1011.0
2003-06-03,7,17.06,1011.1
2003-06-03,8,17.02,1011.28
2003-06-03,9,17.04,1011.0
2003-06-03,10,17.1,1011.63
2003-06-03,11,17.17,1012.0
2003-06-03,12,17.2,1012.0
2003-06-03,13,17.24,1011.19
2003-06-03,14,17.32,1010.87
2003-06-03,15,17.3,1010.11
2003-06-03,16,17.3,1010.0
2003-06-03,17,17.3,1010.0
2003-06-03,18,17.3,1009.95
2003-06-03,19,17.3,1010.0
2003-06-03,20,17.3,1010.0
2003-06-03,21,17.22,1010.0
2003-06-03,22,17.29,1009.6666666666666
2003-06-03,23,17.31,1009.3333333333334
2003-06-04,0,17.21,1009.0
2003-06-04,1,17.12,1008.59
2003-06-04,2,17.07,1007.92
2003-06-04,3,17.13,1007.04
2003-06-04,4,17.2,1007.0
2003-06-04,5,17.2,1007.0
2003-06-04,6,17.12,1007.0
2003-06-04,7,17.1,1006.95
2003-06-04,8,17.07,1006.9
2003-06-04,9,16.99,1006.85
2003-06-04,10,16.9,1006.8
2003-06-04,11,16.91,1006.75
2003-06-04,12,16.9,1006.04
2003-06-04,13,16.96,1005.51
2003-06-04,14,17.17,1005.0
2003-06-04,15,17.17,1005.0
2003-06-04,16,17.1,1005.0
2003-06-04,17,17.2,1005.3333333333334
2003-06-04,18,17.43,1005.6666666666666
2003-06-04,19,17.5,1006.0
2003-06-04,20,17.45,1005.77
2003-06-04,21,17.4,1006.0
2003-06-04,22,17.4,1006.0
2003-06-04,23,17.4,1006.0
2003-06-05,0,17.38,1006.1428571428571
2003-06-05,1,17.32,1006.2857142857143
2003-06-05,2,17.31,1006.4285714285714
2003-06-05,3,17.44,1006.5714285714286
2003-06-05,4,17.44,1006.7142857142857
2003-06-05,5,17.4,1006.8571428571429
2003-06-05,6,17.34,1007.0
2003-06-05,7,17.3,1007.0
2003-06-05,8,17.21,1007.0
2003-06-05,9,17.2,1007.0
2003-06-05,10,17.2,1007.2049999999999
2003-06-05,11,17.2,1007.41
2003-06-05,12,17.2,1007.0
2003-06-05,13,17.31,1007.0
2003-06-05,14,17.41,1007.0
2003-06-05,15,17.58,1006.07
2003-06-05,16,17.68,1006.0
2003-06-05,17,17.8,1006.0
2003-06-05,18,17.8,1006.0
2003-06-05,19,17.8,1006.3333333333334
2003-06-05,20,17.8,1006.6666666666666
2003-06-05,21,17.81,1007.0
2003-06-05,22,17.76,1007.0
2003-06-05,23,17.7,1007.0
2003-06-06,0,17.7,1006.67
2003-06-06,1,17.7,1006.16
2003-06-06,2,17.7,1006.0
2003-06-06,3,17.7,1005.74
2003-06-06,4,17.77,1005.0
2003-06-06,5,17.74,1005.97
2003-06-06,6,17.7,1006.0
2003-06-06,7,17.63,1006.0
2003-06-06,8,17.6,1006.0
2003-06-06,9,17.6,1005.97
2003-06-06,10,17.6,1005.94
2003-06-06,11,17.6,1005.1
2003-06-06,12,17.56,1004.91
2003-06-06,13,17.5,1004.07
2003-06-06,14,17.5,1004.0
2003-06-06,15,17.51,1004.0
2003-06-06,16,17.54,1004.0
2003-06-06,17,17.5,1003.99
2003-06-06,18,17.5,1003.98
2003-06-06,19,17.48,1004.35
2003-06-06,20,17.5,1005.0
2003-06-06,21,17.5,1005.2
2003-06-06,22,17.42,1006.0
2003-06-06,23,17.35,1006.0
2003-06-07,0,17.3,1006.04
2003-06-07,1,17.3,1006.0
2003-06-07,2,17.23,1006.0
2003-06-07,3,17.3,1006.0
2003-06-07,4,17.45,1006.0533333333333
2003-06-07,5,17.44,1006.1066666666667
2003-06-07,6,17.39,1006.16
2003-06-07,7,17.3,1006.12
2003-06-07,8,17.34,1007.17
2003-06-07,9,17.4,1008.43
2003-06-07,10,17.4,1006.29
2003-06-07,11,17.4,1006.76
2003-06-07,12,17.43,1007.0
2003-06-07,13,17.57,1007.66
2003-06-07,14,17.74,1007.2
2003-06-07,15,17.7,1007.0
2003-06-07,16,17.7,1007.0
2003-06-07,17,17.67,1007.0
2003-06-07,18,17.6,1008.0
2003-06-07,19,17.6,1008.22
2003-06-07,20,17.6,1009.0
2003-06-07,21,17.6,1009.52
2003-06-07,22,17.64,1010.05
2003-06-07,23,17.82,1010.0
2003-06-08,0,17.9,1010.0
2003-06-08,1,17.9,1010.0
2003-06-08,2,17.9,1010.2
2003-06-08,3,17.9,1010.67
2003-06-08,4,17.86,1011.0
2003-06-08,5,17.81,1011.0
2003-06-08,6,17.8,1011.0
2003-06-08,7,17.8,1012.0
2003-06-08,8,17.8,1012.0
2003-06-08,9,17.8,1012.32
2003-06-08,10,17.79,1012.93
2003-06-08,11,17.72,1013.09
2003-06-08,12,17.7,1013.49
2003-06-08,13,17.77,1013.0
2003-06-08,14,17.8,1013.0
2003-06-08,15,17.86,1013.0
2003-06-08,16,17.95,1013.425
2003-06-08,17,18.01,1013.85
2003-06-08,18,18.09,1013.65
2003-06-08,19,18.13,1014.0
2003-06-08,20,18.13,1014.04
2003-06-08,21,18.1,1015.0
2003-06-08,22,18.15,1015.0
2003-06-08,23,18.2,1014.84
2003-06-09,0,18.2,1014.02
2003-06-09,1,18.2,1014.0
2003-06-09,2,18.21,1014.0
2003-06-09,3,18.3,1014.0
2003-06-09,4,18.3,1014.25
2003-06-09,5,18.3,1014.5
2003-06-09,6,18.21,1014.75
2003-06-09,7,18.15,1015.0
2003-06-09,8,18.1,1014.09
2003-06-09,9,18.1,1014.0
2003-06-09,10,18.1,1014.0
2003-06-09,11,18.08,1014.0
2003-06-09,12,18,1013.0
2003-06-09,13,18,1013.0
2003-06-09,14,18,1012.63
2003-06-09,15,18.05,1012.0
2003-06-09,16,18.28,1011.88
2003-06-09,17,18.41,1011.21
2003-06-09,18,18.47,1011.0
2003-06-09,19,18.56,1011.0
2003-06-09,20,18.69,1011.35
2003-06-09,21,18.73,1012.0
2003-06-09,22,18.7,1012.0
2003-06-09,23,18.64,1011.45
2003-06-10,0,18.54,1011.02
2003-06-10,1,18.5,1011.0
2003-06-10,2,18.41,1010.31
2003-06-10,3,18.4,1010.0
2003-06-10,4,18.36,1010.0
2003-06-10,5,18.3,1010.0
2003-06-10,6,18.3,1009.9433333333334
2003-06-10,7,18.3,1009.8866666666667
2003-06-10,8,18.31,1009.83
2003-06-10,9,18.3,1009.91
2003-06-10,10,18.3,1009.42
2003-06-10,11,18.3,1009.12
2003-06-10,12,18.5,1009.0
2003-06-10,13,18.65,1008.64
2003-06-10,14,18.73,1008.0
2003-06-10,15,18.85,1008.0
2003-06-10,16,19.16,1007.86
2003-06-10,17,19.28,1007.25
2003-06-10,18,19.41,1007.56
2003-06-10,19,19.4,1008.0
2003-06-10,20,19.46,1008.0
2003-06-10,21,19.43,1008.0
2003-06-10,22,19.5,1007.75
2003-06-10,23,19.44,1007.5
2003-06-11,0,19.4,1007.25
2003-06-11,1,19.38,1007.0
2003-06-11,2,19.27,1007.0
2003-06-11,3,19.2,1007.0
2003-06-11,4,19.11,1007.0
2003-06-11,5,19.1,1007.0666666666667
2003-06-11,6,19.1,1007.1333333333333
2003-06-11,7,19.04,1007.2
2003-06-11,8,19.07,1007.71
2003-06-11,9,19.05,1007.87
2003-06-11,10,19.1,1007.0
2003-06-11,11,19.1,1007.0
2003-06-11,12,19.1,1007.02
2003-06-11,13,19.08,1007.0
2003-06-11,14,19.07,1006.69
2003-06-11,15,19.04,1006.0
2003-06-11,16,19.17,1006.3
2003-06-11,17,19.31,1006.0
2003-06-11,18,19.51,1006.0
2003-06-11,19,19.63,1006.0
2003-06-11,20,19.7,1006.49
2003-06-11,21,19.7,1006.98
2003-06-11,22,19.85,1006.8
2003-06-11,23,19.81,1006.05
2003-06-12,0,19.8,1006.0
2003-06-12,1,19.8,1005.32
2003-06-12,2,19.75,1004.27
2003-06-12,3,19.68,1004.0
2003-06-12,4,19.6,1003.46
2003-06-12,5,19.6,1003.0
2003-06-12,6,19.51,1003.0
2003-06-12,7,19.5,1003.0
2003-06-12,8,19.5,1002.0
2003-06-12,9,19.5,1002.0
2003-06-12,10,19.52,1002.0
2003-06-12,11,19.57,1001.83
2003-06-12,12,19.6,1001.0
2003-06-12,13,19.57,1000.58
2003-06-12,14,19.5,999.72
2003-06-12,15,19.46,998.98
2003-06-12,16,19.41,998.19
2003-06-12,17,19.45,998.0
2003-06-12,18,19.4,997.53
2003-06-12,19,19.4,997.0
2003-06-12,20,19.4,997.0
2003-06-12,21,19.4,997.0
2003-06-12,22,19.38,996.0
2003-06-12,23,19.4,996.0
2003-06-13,0,19.38,996.0
2003-06-13,1,19.3,996.0
2003-06-13,2,19.21,996.5
2003-06-13,3,19.23,997.0
2003-06-13,4,19.3,997.0
2003-06-13,5,19.31,997.82
2003-06-13,6,19.26,998.81
2003-06-13,7,19.23,999.0
2003-06-13,8,19.21,999.46
2003-06-13,9,19.15,1000.29
2003-06-13,10,19.28,1000.96
2003-06-13,11,19.3,1001.22
2003-06-13,12,19.3,1001.57
2003-06-13,13,19.34,1001.95
2003-06-13,14,19.37,1001.97
2003-06-13,15,19.32,1002.48
2003-06-13,16,19.4,1002.98
2003-06-13,17,19.51,1002.53
2003-06-13,18,19.51,1002.53
2003-06-13,19,19.51,1003.0
2003-06-13,20,19.6,1003.72
2003-06-13,21,19.51,1004.0
2003-06-13,22,19.5,1004.0
2003-06-13,23,19.5,1004.0
2003-06-14,0,19.5,1003.8
2003-06-14,1,19.5,1003.43
2003-06-14,2,19.5,1004.0
2003-06-14,3,19.48,1003.55
2003-06-14,4,19.4,1003.27
2003-06-14,5,19.4,1003.32
2003-06-14,6,19.4,1004.0
2003-06-14,7,19.39,1004.0
2003-06-14,8,19.3,1004.0
2003-06-14,9,19.32,1003.81
2003-06-14,10,19.39,1003.62
2003-06-14,11,19.4,1003.63
2003-06-14,12,19.37,1003.72
2003-06-14,13,19.34,1003.13
2003-06-14,14,19.4,1003.02
2003-06-14,15,19.51,1003.0
2003-06-14,16,19.6,1003.02
2003-06-14,17,19.59,1003.03
2003-06-14,18,19.5,1003.73
2003-06-14,19,19.61,1004.43
2003-06-14,20,19.6,1005.0
2003-06-14,21,19.6,1005.69
2003-06-14,22,19.69,1006.0
2003-06-14,23,19.64,1006.14
2003-06-15,0,19.7,1006.0
2003-06-15,1,19.7,1006.0
2003-06-15,2,19.68,1006.37
2003-06-15,3,19.6,1006.0
2003-06-15,4,19.56,1006.0
2003-06-15,5,19.5,1006.3
2003-06-15,6,19.44,1007.0
2003-06-15,7,19.4,1007.0
2003-06-15,8,19.4,1007.59
2003-06-15,9,19.4,1008.0
2003-06-15,10,19.35,1008.0
2003-06-15,11,19.3,1008.0
2003-06-15,12,19.31,1007.17
2003-06-15,13,19.35,1007.0
2003-06-15,14,19.41,1007.0
2003-06-15,15,19.4,1007.0
2003-06-15,16,19.4,1007.61
2003-06-15,17,19.4,1007.27
2003-06-15,18,19.4,1007.93
2003-06-15,19,19.4,1008.0
2003-06-15,20,19.33,1008.24
2003-06-15,21,19.37,1009.0
2003-06-15,22,19.48,1009.73
2003-06-15,23,19.47,1009.22
2003-06-16,0,19.51,1009.0
2003-06-16,1,19.6,1009.0
2003-06-16,2,19.68,1009.0
2003-06-16,3,19.64,1009.25
2003-06-16,4,19.6,1009.5
2003-06-16,5,19.54,1009.75
2003-06-16,6,19.5,1010.0
2003-06-16,7,19.5,1010.0
2003-06-16,8,19.41,1010.0
2003-06-16,9,19.4,1010.0
2003-06-16,10,19.4,1010.01
2003-06-16,11,19.46,1010.02
2003-06-16,12,19.47,1010.03
2003-06-16,13,19.4,1010.0
2003-06-16,14,19.4,1010.0
2003-06-16,15,19.45,1009.48
2003-06-16,16,19.6,1009.87
2003-06-16,17,19.68,1009.98
2003-06-16,18,19.7,1010.0
2003-06-16,19,19.67,1010.0
2003-06-16,20,19.6,1010.0
2003-06-16,21,19.53,1011.0
2003-06-16,22,19.5,1011.0
2003-06-16,23,19.56,1011.0
2003-06-17,0,19.54,1011.0
2003-06-17,1,19.62,1010.88
2003-06-17,2,19.67,1010.18
2003-06-17,3,19.8,1010.2
2003-06-17,4,19.8,1010.02
2003-06-17,5,19.73,1010.54
2003-06-17,6,19.67,1011.0
2003-06-17,7,19.6,1010.9
2003-06-17,8,19.56,1010.38
2003-06-17,9,19.5,1010.6
2003-06-17,10,19.59,1010.08
2003-06-17,11,19.64,1010.0
2003-06-17,12,19.6,1009.85
2003-06-17,13,19.61,1009.0
2003-06-17,14,19.74,1009.0
2003-06-17,15,19.84,1009.0
2003-06-17,16,19.96,1008.7049999999999
2003-06-17,17,20.08,1008.41
2003-06-17,18,20.1,1008.03
2003-06-17,19,20.1,1008.43
2003-06-17,20,20.06,1009.0
2003-06-17,21,20,1009.0
2003-06-17,22,19.99,1008.93
2003-06-17,23,20,1008.63
2003-06-18,0,19.91,1008.57
2003-06-18,1,19.89,1008.0
2003-06-18,2,19.91,1008.0
2003-06-18,3,20,1007.33
2003-06-18,4,20,1007.0
2003-06-18,5,20,1007.0
2003-06-18,6,19.99,1007.0
2003-06-18,7,19.9,1006.8824999999999
2003-06-18,8,19.9,1006.765
2003-06-18,9,19.9,1006.6475
2003-06-18,10,19.9,1006.53
2003-06-18,11,19.9,1007.0
2003-06-18,12,19.89,1006.57
2003-06-18,13,19.8,1006.03
2003-06-18,14,19.8,1005.86
2003-06-18,15,19.87,1005.26
2003-06-18,16,19.97,1004.98
2003-06-18,17,20.1,1004.7
2003-06-18,18,20.1,1004.55
2003-06-18,19,20.1,1004.85
2003-06-18,20,20.1,1004.95
2003-06-18,21,20.1,1005.0
2003-06-18,22,20.1,1004.93
2003-06-18,23,20.1,1004.03
2003-06-19,0,20.1,1004.0
2003-06-19,1,20.1,1004.0
2003-06-19,2,20.1,1004.0
2003-06-19,3,20.05,1003.31
2003-06-19,4,20,1003.15
2003-06-19,5,19.99,1003.25
2003-06-19,6,19.9,1003.42
2003-06-19,7,19.9,1003.08
2003-06-19,8,19.89,1003.0
2003-06-19,9,19.8,1002.98
2003-06-19,10,19.79,1002.73
2003-06-19,11,19.7,1002.32
2003-06-19,12,19.7,1002.0
2003-06-19,13,19.7,1000.83
2003-06-19,14,19.68,999.32
2003-06-19,15,19.6,997.47
2003-06-19,16,19.6,996.25
2003-06-19,17,19.6,995.12
2003-06-19,18,19.66,994.08
2003-06-19,19,19.67,992.97
2003-06-19,20,19.56,991.61
2003-06-19,21,19.49,992.17
2003-06-19,22,19.5,993.32
2003-06-19,23,19.46,995.3
2003-06-20,0,19.45,996.85
2003-06-20,1,19.36,998.32
2003-06-20,2,19.28,999.28
2003-06-20,3,19.2,1000.0
2003-06-20,4,19.2,1000.43
2003-06-20,5,19.24,1001.02
2003-06-20,6,19.3,1001.58
2003-06-20,7,19.3,1002.07
2003-06-20,8,19.31,1003.0
2003-06-20,9,19.4,1003.95
2003-06-20,10,19.44,1004.07
2003-06-20,11,19.5,1004.2
2003-06-20,12,19.54,1004.2
2003-06-20,13,19.6,1004.16
2003-06-20,14,19.65,1004.17
2003-06-20,15,19.7,1004.02
2003-06-20,16,19.7,1004.0
2003-06-20,17,19.7,1004.0
2003-06-20,18,19.7,1004.15
2003-06-20,19,19.73,1004.88
2003-06-20,20,19.7,1005.85
2003-06-20,21,19.7,1006.0
2003-06-20,22,19.7,1006.03
2003-06-20,23,19.7,1006.12
2003-06-21,0,19.69,1006.0
2003-06-21,1,19.6,1006.0
2003-06-21,2,19.6,1006.0
2003-06-21,3,19.6,1006.5
2003-06-21,4,19.6,1007.0
2003-06-21,5,19.6,1007.0
2003-06-21,6,19.6,1007.28
2003-06-21,7,19.52,1008.0
2003-06-21,8,19.5,1008.17
2003-06-21,9,19.5,1009.0
2003-06-21,10,19.5,1008.97
2003-06-21,11,19.5,1009.0
2003-06-21,12,19.5,1009.0
2003-06-21,13,19.5,1008.54
2003-06-21,14,19.5,1008.23
2003-06-21,15,19.5,1008.0
2003-06-21,16,19.59,1008.0
2003-06-21,17,19.61,1008.0
2003-06-21,18,19.7,1008.3199999999999
2003-06-21,19,19.7,1008.64
2003-06-21,20,19.71,1008.91
2003-06-21,21,19.8,1009.0
2003-06-21,22,19.7,1009.0
2003-06-21,23,19.7,1009.0
2003-06-22,0,19.64,1008.0
2003-06-22,1,19.6,1008.72
2003-06-22,2,19.6,1008.75
2003-06-22,3,19.6,1009.0
2003-06-22,4,19.64,1009.0
2003-06-22,5,19.7,1009.0
2003-06-22,6,19.7,1008.83
2003-06-22,7,19.7,1009.0
2003-06-22,8,19.7,1009.0
2003-06-22,9,19.7,1009.0
2003-06-22,10,19.7,1008.38
2003-06-22,11,19.7,1008.42
2003-06-22,12,19.7,1008.0
2003-06-22,13,19.7,1007.67
2003-06-22,14,19.76,1007.0
2003-06-22,15,19.7,1007.0
2003-06-22,16,19.71,1007.0
2003-06-22,17,19.79,1006.0
2003-06-22,18,19.8,1006.0
2003-06-22,19,19.8,1006.88
2003-06-22,20,19.8,1007.0
2003-06-22,21,19.8,1007.0
2003-06-22,22,19.92,1007.0
2003-06-22,23,20,1006.0
2003-06-23,0,19.94,1006.0
2003-06-23,1,20,1005.47
2003-06-23,2,19.98,1005.0
2003-06-23,3,19.9,1005.0
2003-06-23,4,19.9,1005.0
2003-06-23,5,19.9,1004.06
2003-06-23,6,19.9,1004.0
2003-06-23,7,19.9,1004.0
2003-06-23,8,19.92,1004.0
2003-06-23,9,19.92,1003.5
2003-06-23,10,20.07,1003.95
2003-06-23,11,20.02,1003.41
2003-06-23,12,20.1,1003.0
2003-06-23,13,20.1,1002.03
2003-06-23,14,20.1,1001.28
2003-06-23,15,20.01,1000.48
2003-06-23,16,20,1000.0
2003-06-23,17,20,999.36
2003-06-23,18,20.01,998.34
2003-06-23,19,20,998.0
2003-06-23,20,20,998.0
2003-06-23,21,19.98,997.74
2003-06-23,22,19.9,996.87
2003-06-23,23,19.9,995.46
2003-06-24,0,19.86,994.33
2003-06-24,1,19.8,993.48
